"County Name","Census Tract","Population","Body Mass Index","IBL Ranking"
"Whatcom","53073000902","4235","25.12","2"
"Whatcom","53073001000","3852","25.16","2"
"Whatcom","53073001100","5610","24.38","1"
"Whatcom","53073001201","5921","25.53","3"
"Whatcom","53073001202","2805","25.02","2"
"Whatcom","53073010100","6582","26.63","6"
"Whatcom","53073010200","5516","26.75","7"
"Whatcom","53073010301","4613","26.27","5"
"Whatcom","53073010302","3491","26.04","4"
"Whatcom","53073010303","3526","26.27","5"
"Whatcom","53073010401","5932","26.59","6"
"Whatcom","53073010403","3757","26.3","5"
"Whatcom","53073010404","4640","26.92","7"
"Whatcom","53073010501","5404","26.38","5"
"Whatcom","53073010502","5199","26.95","7"
"Whatcom","53073010600","4555","26.66","6"
"Whatcom","53073010701","4027","25.9","4"
"Whatcom","53073010702","3028","26.59","6"
"Whatcom","53073010900","974","24.77","1"
"Whatcom","53073011000","988","24.99","2"
"Whatcom","53073940000","3380","27.83","10"
"Whitman","53075000100","4061","25.6","3"
"Whitman","53075000200","4626","26.18","4"
"Whitman","53075000300","3775","25.86","4"
"Whitman","53075000400","2936","25.55","3"
"Whitman","53075000500","1294","24.07","1"
"Whitman","53075000600","5789","25.43","2"
"Whitman","53075000700","2701","26.83","7"
"Whitman","53075000800","2573","26.98","8"
"Whitman","53075000900","2696","27.15","9"
"Whitman","53075001000","1533","26.81","7"
"Yakima","53077000100","2159","28.13","10"
"Yakima","53077000200","3527","28.11","10"
"Yakima","53077000300","2869","27.89","10"
"Yakima","53077000400","5247","26.17","4"
"Yakima","53077000500","3511","27.38","9"
"Yakima","53077000600","4507","28.13","10"
"Yakima","53077000700","4728","28.11","10"
"Yakima","53077000800","3378","26.58","6"
"Yakima","53077000901","5344","26.9","7"
"Yakima","53077000902","2846","27.38","9"
"Yakima","53077001000","4317","27.31","9"
"Yakima","53077001100","5119","27.5","10"
"Yakima","53077001201","2012","27.78","10"
"Yakima","53077001202","3772","28.05","10"
"Yakima","53077001300","1697","28.24","10"
"Yakima","53077001400","2314","28.13","10"
"Yakima","53077001501","4193","27.92","10"
"Yakima","53077001502","1540","27.97","10"
"Yakima","53077001601","1750","27.21","9"
"Yakima","53077001602","4749","27.04","8"
"Yakima","53077001701","2164","27.46","9"
"Yakima","53077001702","3969","27.57","10"
"Yakima","53077001800","4744","27.74","10"
"Yakima","53077001901","2504","28.28","10"
"Yakima","53077001902","3726","28.08","10"
"Yakima","53077002001","4979","28.12","10"
"Yakima","53077002002","5208","27.98","10"
"Yakima","53077002101","1253","27.14","8"
"Yakima","53077002102","4107","27.98","10"
"Yakima","53077002200","5069","27.6","10"
"Yakima","53077002701","1943","28.54","10"
"Yakima","53077002801","4101","26.62","6"
"Yakima","53077002802","5826","26.55","6"
"Yakima","53077002900","3965","27.06","8"
"Yakima","53077003001","3183","26.98","8"
"Yakima","53077003002","2453","26.83","7"
"Yakima","53077003100","3594","26.97","8"
"Yakima","53077003200","4480","27.12","8"
"Yakima","53077003400","3207","26.79","7"
"Yakima","53077940001","4126","28.32","10"
"Yakima","53077940002","3072","28.73","10"
"Yakima","53077940003","2570","28.59","10"
"Yakima","53077940004","3815","28.34","10"
"Yakima","53077940005","2720","28.48","10"
"Yakima","53077940006","2535","28.67","10"


"BMI - Census Tract"
"Geography: Census Tract, Age Group: 20+, Year: 2014"
"Created: 6/8/2017"

"""**"" indicates data suppression to protect confidentiality."

"""--"" indicates no data collected."

"""NR"" indicates data are not reliable."
