"County Name","Census Tract","Population","Body Mass Index","IBL Ranking"
"n/a","State Total","--","22.94","6"
"Adams","53001950100","120","22.76","5"
"Adams","53001950200","168","23.71","9"
"Adams","53001950300","725","23.8","9"
"Adams","53001950400","303","22.99","6"
"Adams","53001950500","290","23.29","7"
"Asotin","53003960100","284","22.23","3"
"Asotin","53003960200","295","22.7","5"
"Asotin","53003960300","112","23.68","8"
"Asotin","53003960400","173","23.66","8"
"Asotin","53003960500","279","24.99","10"
"Asotin","53003960600","190","22.96","6"
"Benton","53005010100","319","22.86","5"
"Benton","53005010201","316","22.55","4"
"Benton","53005010202","554","23.26","7"
"Benton","53005010300","392","23.1","6"
"Benton","53005010400","334","23.9","9"
"Benton","53005010500","241","22.9","5"
"Benton","53005010600","242","22.95","6"
"Benton","53005010701","106","23.64","8"
"Benton","53005010703","102","22.68","4"
"Benton","53005010705","441","22.45","4"
"Benton","53005010707","247","22.37","3"
"Benton","53005010708","108","23.14","6"
"Benton","53005010803","557","22.15","2"
"Benton","53005010805","321","22.25","3"
"Benton","53005010807","198","22.71","5"
"Benton","53005010809","535","22.67","4"
"Benton","53005010810","251","21.8","2"
"Benton","53005010811","213","21.43","1"
"Benton","53005010813","748","22.46","4"
"Benton","53005010814","202","21.99","2"
"Benton","53005010901","435","24.23","10"
"Benton","53005010902","363","23.32","7"
"Benton","53005011001","223","23.29","7"
"Benton","53005011002","274","24.11","10"
"Benton","53005011100","426","24.08","9"
"Benton","53005011200","609","24.54","10"
"Benton","53005011300","417","24.53","10"
"Benton","53005011401","316","23.81","9"
"Benton","53005011402","367","23.16","7"
"Benton","53005011501","522","24.13","10"
"Benton","53005011503","427","22.74","5"
"Benton","53005011504","297","23.63","8"
"Benton","53005011600","100","22.62","4"
"Benton","53005011700","382","23.77","9"
"Benton","53005011800","714","23.5","8"
"Benton","53005011900","464","24.07","9"
"Benton","53005012000","--","--","**"
"Chelan","53007960100","184","23.07","6"
"Chelan","53007960200","331","22.21","3"
"Chelan","53007960300","543","23.27","7"
"Chelan","53007960400","108","23.01","6"
"Chelan","53007960500","469","22.74","5"
"Chelan","53007960600","319","22.83","5"
"Chelan","53007960700","242","22.45","4"
"Chelan","53007960801","260","21.67","1"
"Chelan","53007960802","457","23.24","7"
"Chelan","53007961000","377","23.19","7"
"Chelan","53007961100","767","23.79","9"
"Chelan","53007961200","244","23.39","7"
"Chelan","53007961301","64","22.81","5"
"Chelan","53007961302","608","22.61","4"
"Clallam","53009000200","103","25.33","10"
"Clallam","53009000300","300","23.72","9"
"Clallam","53009000400","105","24.82","10"
"Clallam","53009000600","137","23.15","6"
"Clallam","53009000700","217","23.46","8"
"Clallam","53009000800","171","25.03","10"
"Clallam","53009000900","144","23.02","6"
"Clallam","53009001000","122","24.67","10"
"Clallam","53009001100","383","24.02","9"
"Clallam","53009001200","220","22.16","2"
"Clallam","53009001300","180","23.62","8"
"Clallam","53009001400","209","23.61","8"
"Clallam","53009001500","183","23.39","7"
"Clallam","53009001600","56","23.8","9"
"Clallam","53009001700","188","22.82","5"
"Clallam","53009001800","186","23.24","7"
"Clallam","53009001900","331","22.7","5"
"Clallam","53009002000","180","22.66","4"
"Clallam","53009002100","203","23.63","8"
"Clallam","53009002300","155","23.35","7"
"Clallam","53009940000","78","24.05","9"
"Clallam","53009990100","--","--","**"
"Clark","53011040101","289","22.78","5"
"Clark","53011040102","286","22.35","3"
"Clark","53011040201","408","22.58","4"
"Clark","53011040202","265","22.64","4"
"Clark","53011040203","336","22.23","3"
"Clark","53011040301","119","21.85","2"
"Clark","53011040302","445","22.64","4"
"Clark","53011040403","370","22.77","5"
"Clark","53011040407","291","23.17","7"
"Clark","53011040408","302","22.77","5"
"Clark","53011040409","201","21.82","2"
"Clark","53011040411","43","23.44","8"
"Clark","53011040412","286","23.11","6"
"Clark","53011040413","285","22.4","3"
"Clark","53011040414","375","22.58","4"
"Clark","53011040415","394","23.23","7"
"Clark","53011040416","359","22.5","4"
"Clark","53011040504","562","22.1","2"
"Clark","53011040505","401","22.06","2"
"Clark","53011040507","99","24.53","10"
"Clark","53011040508","498","22.82","5"
"Clark","53011040509","266","24.06","9"
"Clark","53011040510","227","22.13","2"
"Clark","53011040511","164","22.65","4"
"Clark","53011040603","373","22.11","2"
"Clark","53011040604","510","23.09","6"
"Clark","53011040605","468","22.25","3"
"Clark","53011040608","347","21.41","1"
"Clark","53011040609","288","21.58","1"
"Clark","53011040610","360","21.67","1"
"Clark","53011040703","426","23.75","9"
"Clark","53011040706","303","23.58","8"
"Clark","53011040707","218","23.68","8"
"Clark","53011040709","299","22.41","3"
"Clark","53011040710","313","22.41","3"
"Clark","53011040711","213","23.67","8"
"Clark","53011040712","478","23.04","6"
"Clark","53011040803","498","22.75","5"
"Clark","53011040805","518","22.24","3"
"Clark","53011040806","560","22.92","5"
"Clark","53011040808","90","23.59","8"
"Clark","53011040809","332","23.21","7"
"Clark","53011040810","180","23.54","8"
"Clark","53011040904","572","22.75","5"
"Clark","53011040905","150","22.1","2"
"Clark","53011040907","429","21.63","1"
"Clark","53011040908","294","22.86","5"
"Clark","53011040909","599","22.78","5"
"Clark","53011040910","290","23.05","6"
"Clark","53011041003","129","22.5","4"
"Clark","53011041005","196","24.93","10"
"Clark","53011041007","212","22.69","5"
"Clark","53011041008","196","22.25","3"
"Clark","53011041009","146","23.31","7"
"Clark","53011041010","62","23.59","8"
"Clark","53011041011","85","23.26","7"
"Clark","53011041104","221","24.42","10"
"Clark","53011041105","378","23.14","6"
"Clark","53011041107","97","22.36","3"
"Clark","53011041108","415","23.26","7"
"Clark","53011041110","230","23.38","7"
"Clark","53011041111","82","23.64","8"
"Clark","53011041112","374","23.62","8"
"Clark","53011041201","298","22.87","5"
"Clark","53011041203","394","24.11","10"
"Clark","53011041205","248","23.26","7"
"Clark","53011041206","219","22.8","5"
"Clark","53011041309","298","23.15","6"
"Clark","53011041310","180","22.33","3"
"Clark","53011041312","149","23.81","9"
"Clark","53011041313","105","23.67","8"
"Clark","53011041317","201","23.07","6"
"Clark","53011041318","422","23.33","7"
"Clark","53011041319","563","22.63","4"
"Clark","53011041320","431","23.18","7"
"Clark","53011041321","298","22.64","4"
"Clark","53011041322","294","23.86","9"
"Clark","53011041323","408","23.61","8"
"Clark","53011041325","301","21.43","1"
"Clark","53011041326","372","24.04","9"
"Clark","53011041327","726","22.62","4"
"Clark","53011041328","266","21.86","2"
"Clark","53011041329","353","21.87","2"
"Clark","53011041330","302","23.52","8"
"Clark","53011041331","223","24.24","10"
"Clark","53011041332","329","23.32","7"
"Clark","53011041333","313","23.15","6"
"Clark","53011041400","391","22.78","5"
"Clark","53011041500","210","23.02","6"
"Clark","53011041600","225","24.75","10"
"Clark","53011041700","164","24.39","10"
"Clark","53011041800","189","24.34","10"
"Clark","53011041900","134","22.15","2"
"Clark","53011042000","100","21.02","1"
"Clark","53011042100","75","23.77","9"
"Clark","53011042300","77","22.84","5"
"Clark","53011042400","49","23.13","6"
"Clark","53011042500","59","22.79","5"
"Clark","53011042600","251","24.18","10"
"Clark","53011042700","390","24.55","10"
"Clark","53011042800","190","22.83","5"
"Clark","53011042900","143","24.19","10"
"Clark","53011043000","93","23.55","8"
"Clark","53011043100","182","22.66","4"
"Columbia","53013960200","269","23.73","9"
"Cowlitz","53015000300","25","24.84","10"
"Cowlitz","53015000400","204","22.46","4"
"Cowlitz","53015000501","218","23.39","7"
"Cowlitz","53015000502","304","25.28","10"
"Cowlitz","53015000601","241","23.8","9"
"Cowlitz","53015000602","234","23.96","9"
"Cowlitz","53015000702","180","23.04","6"
"Cowlitz","53015000703","26","24.17","10"
"Cowlitz","53015000704","391","23.15","6"
"Cowlitz","53015000800","484","22.42","3"
"Cowlitz","53015000900","340","22.85","5"
"Cowlitz","53015001000","40","23.1","6"
"Cowlitz","53015001100","166","24.45","10"
"Cowlitz","53015001200","234","23.34","7"
"Cowlitz","53015001300","226","24.87","10"
"Cowlitz","53015001501","201","22.95","6"
"Cowlitz","53015001502","815","22.82","5"
"Cowlitz","53015001600","315","23.03","6"
"Cowlitz","53015001700","447","22.54","4"
"Cowlitz","53015001800","230","23.46","8"
"Cowlitz","53015001900","320","22.72","5"
"Cowlitz","53015002001","262","23.34","7"
"Cowlitz","53015002002","379","23.64","8"
"Cowlitz","53015002100","274","24.68","10"
"Douglas","53017950100","445","23.28","7"
"Douglas","53017950200","185","22.36","3"
"Douglas","53017950300","473","23.33","7"
"Douglas","53017950400","496","22.91","5"
"Douglas","53017950500","222","23.52","8"
"Douglas","53017950600","287","23.41","8"
"Douglas","53017950700","373","23.71","9"
"Douglas","53017950800","364","23.95","9"
"Ferry","53019940000","129","25.66","10"
"Ferry","53019970100","226","24.02","9"
"Ferry","53019970200","236","22.69","5"
"Franklin","53021020100","714","24.31","10"
"Franklin","53021020200","576","24.02","9"
"Franklin","53021020300","433","24.17","10"
"Franklin","53021020400","781","24.23","10"
"Franklin","53021020501","378","22.96","6"
"Franklin","53021020502","485","23.46","8"
"Franklin","53021020601","668","23.7","9"
"Franklin","53021020603","442","23.74","9"
"Franklin","53021020605","541","23.9","9"
"Franklin","53021020606","553","23.01","6"
"Franklin","53021020700","62","22.86","5"
"Franklin","53021020800","622","23.61","8"
"Franklin","53021980100","--","--","**"
"Garfield","53023970300","108","23.27","7"
"Grant","53025010100","161","23.36","7"
"Grant","53025010200","181","23.02","6"
"Grant","53025010300","274","23.78","9"
"Grant","53025010400","667","23.5","8"
"Grant","53025010500","335","22.92","5"
"Grant","53025010600","595","23.84","9"
"Grant","53025010700","226","23.75","9"
"Grant","53025010800","561","24.57","10"
"Grant","53025010901","197","23.98","9"
"Grant","53025010902","731","23.87","9"
"Grant","53025011000","1147","23.23","7"
"Grant","53025011100","281","23.54","8"
"Grant","53025011200","414","23.51","8"
"Grant","53025011300","404","24.25","10"
"Grant","53025011401","152","23.8","9"
"Grant","53025011402","964","23.36","7"
"Grays Harbor","53027000200","398","24.27","10"
"Grays Harbor","53027000300","288","24.1","9"
"Grays Harbor","53027000400","406","23.13","6"
"Grays Harbor","53027000500","471","23.3","7"
"Grays Harbor","53027000600","174","23.97","9"
"Grays Harbor","53027000700","250","24.15","10"
"Grays Harbor","53027000800","182","23.4","8"
"Grays Harbor","53027000900","644","24.36","10"
"Grays Harbor","53027001000","183","25.58","10"
"Grays Harbor","53027001100","200","23.44","8"
"Grays Harbor","53027001200","418","25.49","10"
"Grays Harbor","53027001300","241","23.83","9"
"Grays Harbor","53027001400","178","25.38","10"
"Grays Harbor","53027001500","241","24.89","10"
"Grays Harbor","53027001600","181","23.56","8"
"Grays Harbor","53027940000","78","24.79","10"
"Island","53029970100","36","23.09","6"
"Island","53029970200","236","23.53","8"
"Island","53029970300","236","23.12","6"
"Island","53029970400","603","23.2","7"
"Island","53029970500","260","22.64","4"
"Island","53029970601","195","23.86","9"
"Island","53029970602","106","23.71","9"
"Island","53029970700","105","22.9","5"
"Island","53029970800","143","22.5","4"
"Island","53029970900","153","22.48","4"
"Island","53029971000","283","22.39","3"
"Island","53029971100","122","23.29","7"
"Island","53029971300","380","22.02","2"
"Island","53029971400","199","22.34","3"
"Island","53029971500","164","22.96","6"
"Island","53029971600","245","23.93","9"
"Island","53029971700","264","23.03","6"
"Island","53029971800","204","21.84","2"
"Island","53029971900","94","22.63","4"
"Island","53029972000","165","22.52","4"
"Island","53029972100","253","22.58","4"
"Jefferson","53031950202","87","22.52","4"
"Jefferson","53031950300","279","22.61","4"
"Jefferson","53031950400","161","22.91","5"
"Jefferson","53031950500","216","22.33","3"
"Jefferson","53031950601","282","22.44","3"
"Jefferson","53031950602","148","22.94","5"
"Jefferson","53031950702","138","22.65","4"
"King","53033000100","122","22.18","2"
"King","53033000200","320","23.26","7"
"King","53033000300","103","23.83","9"
"King","53033000401","333","23.12","6"
"King","53033000402","48","22.22","3"
"King","53033000500","193","21.64","1"
"King","53033000600","204","22.6","4"
"King","53033000700","107","22.69","5"
"King","53033000800","96","21.4","1"
"King","53033000900","153","21.29","1"
"King","53033001000","93","22.03","2"
"King","53033001100","110","21.67","1"
"King","53033001200","219","22.79","5"
"King","53033001300","92","22.37","3"
"King","53033001400","255","21.62","1"
"King","53033001500","49","21.45","1"
"King","53033001600","213","21.49","1"
"King","53033001701","97","22.41","3"
"King","53033001702","198","22.55","4"
"King","53033001800","100","24","9"
"King","53033001900","155","21.82","2"
"King","53033002000","99","21.12","1"
"King","53033002100","217","21.81","2"
"King","53033002200","328","21.3","1"
"King","53033002400","158","20.82","1"
"King","53033002500","87","22.06","2"
"King","53033002600","198","21.83","2"
"King","53033002700","124","21.34","1"
"King","53033002800","109","21.77","2"
"King","53033002900","66","22.31","3"
"King","53033003000","212","22.29","3"
"King","53033003100","127","21.5","1"
"King","53033003200","180","22.12","2"
"King","53033003300","110","22.42","3"
"King","53033003400","120","21.44","1"
"King","53033003500","93","21.33","1"
"King","53033003600","119","21.35","1"
"King","53033003800","106","21.62","1"
"King","53033003900","154","22.04","2"
"King","53033004000","87","22.77","5"
"King","53033004100","408","21.05","1"
"King","53033004200","260","21.07","1"
"King","53033004301","128","21.24","1"
"King","53033004302","905","21.69","1"
"King","53033004400","503","21.67","1"
"King","53033004500","86","22.17","2"
"King","53033004600","99","21.2","1"
"King","53033004700","109","21.61","1"
"King","53033004800","65","22.02","2"
"King","53033004900","62","22.94","5"
"King","53033005000","98","22.2","3"
"King","53033005100","67","21.2","1"
"King","53033005200","489","21.4","1"
"King","53033005301","1572","21.99","2"
"King","53033005302","3654","21.16","1"
"King","53033005400","147","20.95","1"
"King","53033005600","223","20.94","1"
"King","53033005700","142","21.5","1"
"King","53033005801","117","22.08","2"
"King","53033005802","128","21.94","2"
"King","53033005900","1311","21.24","1"
"King","53033006000","278","21.78","2"
"King","53033006100","159","20.78","1"
"King","53033006200","155","21.15","1"
"King","53033006300","156","20.83","1"
"King","53033006400","209","20.76","1"
"King","53033006500","96","21.15","1"
"King","53033006600","44","21.96","2"
"King","53033006700","94","22.1","2"
"King","53033006800","131","20.89","1"
"King","53033006900","162","20.97","1"
"King","53033007000","56","21.35","1"
"King","53033007100","37","21.27","1"
"King","53033007200","272","23.22","7"
"King","53033007300","75","22.11","2"
"King","53033007401","16","22.9","5"
"King","53033007402","61","23.99","9"
"King","53033007500","119","21.77","2"
"King","53033007600","77","22.45","4"
"King","53033007700","156","22.48","4"
"King","53033007800","170","21.15","1"
"King","53033007900","177","22.28","3"
"King","53033008001","96","21.16","1"
"King","53033008002","181","23.41","8"
"King","53033008100","42","23.63","8"
"King","53033008200","52","21.5","1"
"King","53033008300","17","22.01","2"
"King","53033008400","35","21.63","1"
"King","53033008500","153","21.85","2"
"King","53033008600","1290","23.87","9"
"King","53033008700","128","23.43","8"
"King","53033008800","8","21.98","2"
"King","53033008900","265","22.19","3"
"King","53033009000","66","23.52","8"
"King","53033009100","168","21.63","1"
"King","53033009200","28","22.57","4"
"King","53033009300","80","21.65","1"
"King","53033009400","75","23.11","6"
"King","53033009500","274","21.61","1"
"King","53033009600","136","21.61","1"
"King","53033009701","247","21.43","1"
"King","53033009702","306","21.7","1"
"King","53033009800","274","21.33","1"
"King","53033009900","173","23.48","8"
"King","53033010001","50","22.42","3"
"King","53033010002","146","22.57","4"
"King","53033010100","283","22.54","4"
"King","53033010200","152","22.59","4"
"King","53033010300","154","23.11","6"
"King","53033010401","213","23.56","8"
"King","53033010402","208","22.44","3"
"King","53033010500","160","21.75","1"
"King","53033010600","355","22.27","3"
"King","53033010701","76","23.25","7"
"King","53033010702","239","23.74","9"
"King","53033010800","303","22.76","5"
"King","53033010900","38","24.36","10"
"King","53033011001","336","22.81","5"
"King","53033011002","214","22.28","3"
"King","53033011101","268","23.18","7"
"King","53033011102","191","22.95","6"
"King","53033011200","316","24.06","9"
"King","53033011300","326","22.89","5"
"King","53033011401","318","23.24","7"
"King","53033011402","230","23.46","8"
"King","53033011500","157","22.1","2"
"King","53033011600","231","22.08","2"
"King","53033011700","517","23.41","8"
"King","53033011800","651","24.11","9"
"King","53033011900","417","22.81","5"
"King","53033012000","143","22.88","5"
"King","53033012100","73","21.75","1"
"King","53033020100","249","22","2"
"King","53033020200","531","22.26","3"
"King","53033020300","478","23.11","6"
"King","53033020401","205","23.09","6"
"King","53033020402","223","22.34","3"
"King","53033020500","330","22.63","4"
"King","53033020600","229","22.19","3"
"King","53033020700","234","22.77","5"
"King","53033020800","324","22.19","3"
"King","53033020900","129","22.24","3"
"King","53033021000","260","22.59","4"
"King","53033021100","244","22.94","5"
"King","53033021300","121","21.99","2"
"King","53033021400","121","21.81","2"
"King","53033021500","233","21.62","1"
"King","53033021600","244","22.07","2"
"King","53033021700","698","22.11","2"
"King","53033021802","125","22.52","4"
"King","53033021803","369","22.24","3"
"King","53033021804","278","23.07","6"
"King","53033021903","283","22","2"
"King","53033021904","332","22.69","5"
"King","53033021905","100","22.27","3"
"King","53033021906","209","21.75","1"
"King","53033022001","414","21.83","2"
"King","53033022003","187","22.5","4"
"King","53033022005","115","22.85","5"
"King","53033022006","107","21.25","1"
"King","53033022101","192","22.01","2"
"King","53033022102","318","21.88","2"
"King","53033022201","303","22.33","3"
"King","53033022202","450","22.27","3"
"King","53033022203","278","21.37","1"
"King","53033022300","94","21.54","1"
"King","53033022400","503","21.06","1"
"King","53033022500","218","21.59","1"
"King","53033022603","177","21.61","1"
"King","53033022604","271","21.58","1"
"King","53033022605","290","22.22","3"
"King","53033022606","171","22.11","2"
"King","53033022701","71","21.17","1"
"King","53033022702","366","21.24","1"
"King","53033022703","143","22.17","2"
"King","53033022801","231","21.82","2"
"King","53033022802","192","21.81","2"
"King","53033022803","226","21.85","2"
"King","53033022901","145","21.9","2"
"King","53033022902","351","21.26","1"
"King","53033023000","346","21.52","1"
"King","53033023100","261","21.87","2"
"King","53033023201","151","22.59","4"
"King","53033023202","286","23.19","7"
"King","53033023300","366","22.68","4"
"King","53033023401","118","22.34","3"
"King","53033023403","282","22.55","4"
"King","53033023404","290","21.17","1"
"King","53033023500","208","22.11","2"
"King","53033023601","157","21.62","1"
"King","53033023603","326","22.4","3"
"King","53033023604","460","22.82","5"
"King","53033023700","186","21.49","1"
"King","53033023801","67","22.44","3"
"King","53033023803","161","21.28","1"
"King","53033023804","82","21.45","1"
"King","53033023900","451","21.31","1"
"King","53033024000","243","21.33","1"
"King","53033024100","424","20.98","1"
"King","53033024200","225","20.77","1"
"King","53033024300","258","21.27","1"
"King","53033024400","77","21.84","2"
"King","53033024500","363","21.83","2"
"King","53033024601","223","21.36","1"
"King","53033024602","317","20.96","1"
"King","53033024701","192","22.07","2"
"King","53033024702","376","21.91","2"
"King","53033024800","308","22.3","3"
"King","53033024901","264","21.52","1"
"King","53033024902","267","21.59","1"
"King","53033024903","545","21.28","1"
"King","53033025001","396","21.43","1"
"King","53033025003","462","20.89","1"
"King","53033025005","185","21.43","1"
"King","53033025006","279","21.41","1"
"King","53033025101","495","22.36","3"
"King","53033025102","426","22.3","3"
"King","53033025200","266","23.03","6"
"King","53033025301","334","22.92","5"
"King","53033025302","89","22.67","4"
"King","53033025400","372","24.35","10"
"King","53033025500","333","23.06","6"
"King","53033025601","287","23.19","7"
"King","53033025602","268","22.13","2"
"King","53033025701","130","23.31","7"
"King","53033025702","211","23.61","8"
"King","53033025803","414","24.4","10"
"King","53033025804","289","23.03","6"
"King","53033025805","203","23.03","6"
"King","53033025806","243","23.42","8"
"King","53033026001","193","23.55","8"
"King","53033026002","281","23.24","7"
"King","53033026100","300","23.2","7"
"King","53033026200","249","23.26","7"
"King","53033026300","67","22.8","5"
"King","53033026400","318","23.86","9"
"King","53033026500","298","23.57","8"
"King","53033026600","260","23.2","7"
"King","53033026700","305","23.27","7"
"King","53033026801","473","23.89","9"
"King","53033026802","442","23.5","8"
"King","53033027000","134","23.47","8"
"King","53033027100","132","22.75","5"
"King","53033027200","140","23.24","7"
"King","53033027300","359","23.37","7"
"King","53033027400","447","24.14","10"
"King","53033027500","180","23.65","8"
"King","53033027600","145","23.2","7"
"King","53033027701","516","21.87","2"
"King","53033027702","190","22.13","2"
"King","53033027800","122","22.5","4"
"King","53033027900","316","23.21","7"
"King","53033028000","291","23.31","7"
"King","53033028100","91","23.76","9"
"King","53033028200","379","23.15","6"
"King","53033028300","219","23.75","9"
"King","53033028402","263","22.72","5"
"King","53033028403","169","23.2","7"
"King","53033028500","248","23.37","7"
"King","53033028600","278","22.29","3"
"King","53033028700","462","23.02","6"
"King","53033028801","45","23","6"
"King","53033028802","392","23.44","8"
"King","53033028901","207","23","6"
"King","53033028902","309","24.23","10"
"King","53033029001","396","22.84","5"
"King","53033029003","449","23.69","9"
"King","53033029004","263","23.73","9"
"King","53033029101","211","23.65","8"
"King","53033029102","202","23.42","8"
"King","53033029203","277","24.06","9"
"King","53033029204","636","23.08","6"
"King","53033029205","206","24.22","10"
"King","53033029206","306","23.96","9"
"King","53033029303","286","23.09","6"
"King","53033029304","280","22.41","3"
"King","53033029305","338","22.92","5"
"King","53033029306","210","23.25","7"
"King","53033029307","288","22.53","4"
"King","53033029403","378","23.05","6"
"King","53033029405","425","22.68","4"
"King","53033029406","425","22.43","3"
"King","53033029407","399","24.02","9"
"King","53033029408","418","24.03","9"
"King","53033029502","502","23.12","6"
"King","53033029503","634","23.51","8"
"King","53033029504","325","23.79","9"
"King","53033029601","624","23.13","6"
"King","53033029602","694","22.66","4"
"King","53033029700","364","23.16","7"
"King","53033029801","692","23.16","7"
"King","53033029802","618","23.14","6"
"King","53033029901","553","22.45","4"
"King","53033029902","352","22.11","2"
