GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; In labor force:,Margin of Error; In labor force:,Estimate; In labor force: - Civilian labor force:,Margin of Error; In labor force: - Civilian labor force:,Estimate; In labor force: - Civilian labor force: - Employed,Margin of Error; In labor force: - Civilian labor force: - Employed,Estimate; In labor force: - Civilian labor force: - Unemployed,Margin of Error; In labor force: - Civilian labor force: - Unemployed,Estimate; In labor force: - Armed Forces,Margin of Error; In labor force: - Armed Forces,Estimate; Not in labor force,Margin of Error; Not in labor force
1400000US47157020101,47157020101,"Census Tract 201.01, Shelby County, Tennessee",3327,364,1882,293,1882,293,1568,257,314,189,0,12,1445,235
1400000US47157020102,47157020102,"Census Tract 201.02, Shelby County, Tennessee",2393,180,1474,214,1466,215,1298,196,168,82,8,13,919,173
1400000US47157020210,47157020210,"Census Tract 202.10, Shelby County, Tennessee",4638,544,3263,447,3240,452,2897,407,343,167,23,36,1375,261
1400000US47157020221,47157020221,"Census Tract 202.21, Shelby County, Tennessee",2426,257,1495,248,1495,248,1332,228,163,81,0,12,931,179
1400000US47157020222,47157020222,"Census Tract 202.22, Shelby County, Tennessee",2396,230,1590,269,1590,269,1318,204,272,175,0,12,806,155
1400000US47157020300,47157020300,"Census Tract 203, Shelby County, Tennessee",4333,390,2521,386,2521,386,2318,388,203,118,0,17,1812,349
1400000US47157020400,47157020400,"Census Tract 204, Shelby County, Tennessee",910,136,767,128,434,104,380,94,54,51,333,105,143,60
1400000US47157020511,47157020511,"Census Tract 205.11, Shelby County, Tennessee",1916,229,1117,198,1117,198,981,180,136,57,0,12,799,213
1400000US47157020512,47157020512,"Census Tract 205.12, Shelby County, Tennessee",4010,531,2493,425,2493,425,2125,367,368,169,0,17,1517,270
1400000US47157020521,47157020521,"Census Tract 205.21, Shelby County, Tennessee",2851,328,1815,256,1815,256,1484,232,331,139,0,12,1036,237
1400000US47157020523,47157020523,"Census Tract 205.23, Shelby County, Tennessee",2423,348,1727,290,1727,290,1367,271,360,152,0,12,696,272
1400000US47157020524,47157020524,"Census Tract 205.24, Shelby County, Tennessee",3288,321,2127,270,2127,270,1822,215,305,166,0,12,1161,232
1400000US47157020531,47157020531,"Census Tract 205.31, Shelby County, Tennessee",4321,603,3047,471,3047,471,2791,469,256,109,0,17,1274,310
1400000US47157020532,47157020532,"Census Tract 205.32, Shelby County, Tennessee",4462,384,2760,358,2760,358,2472,329,288,163,0,17,1702,258
